sr no,city,zip code,No Bathroom,No bedroom,price  per squrefoot,area_name
533,Vadodara,390009,3.0,1,2144,Tarsali
534,Vadodara,390007,2.0,4,3191,Alkapuri
535,Vadodara,390007,3.0,3,3201,Alkapuri
536,Vadodara,390008,2.0,4,3004,Sama
537,Vadodara,390022,4.0,4,2803,Harni
538,Vadodara,390002,3.0,4,2855,Nizampura
539,Vadodara,390022,4.0,4,2971,Harni
540,Vadodara,390007,3.0,4,2838,Diwalipura
541,Vadodara,390019,3.0,4,2715,Waghodia Road
542,Vadodara,390011,2.0,3,2668,Manjalpur
543,Vadodara,390010,1.0,4,2358,Makarpura
544,Vadodara,390018,1.0,4,2740,Karelibaug
545,Vadodara,390022,2.0,4,2278,Amit Nagar
546,Vadodara,390007,4.0,3,2778,Diwalipura
547,Vadodara,390010,1.0,4,2362,Makarpura
548,Vadodara,390011,3.0,4,2972,Manjalpur
549,Vadodara,390022,4.0,3,2583,Amit Nagar
550,Vadodara,391410,4.0,4,2476,Bhayli
551,Vadodara,390011,4.0,4,3088,Manjalpur
552,Vadodara,390021,2.0,4,3086,Gotri
553,Vadodara,390022,2.0,2,2345,Amit Nagar
554,Vadodara,390021,2.0,2,2863,Gotri
555,Vadodara,390019,1.0,3,2360,Waghodia Road
556,Vadodara,390002,2.0,2,2553,Fatehgunj
557,Vadodara,391410,1.0,3,2086,Bhayli
558,Vadodara,390009,1.0,1,1931,Tarsali
559,Vadodara,390022,4.0,1,2526,Harni
560,Vadodara,390018,2.0,4,2662,Karelibaug
561,Vadodara,390007,3.0,3,2636,Vasna
562,Vadodara,390002,1.0,4,2947,Fatehgunj
563,Vadodara,390007,2.0,1,2338,Vasna
564,Vadodara,390020,1.0,2,2571,Akota
565,Vadodara,390002,1.0,2,2608,Fatehgunj
566,Vadodara,390011,2.0,4,2863,Manjalpur
567,Vadodara,390020,4.0,4,2947,Akota
568,Vadodara,390008,3.0,4,2999,Sama
569,Vadodara,390008,3.0,4,2922,Sama
570,Vadodara,391410,3.0,3,2278,Bhayli
571,Vadodara,390007,2.0,3,2672,Diwalipura
572,Vadodara,390022,1.0,4,2561,Amit Nagar
573,Vadodara,390002,4.0,3,2929,Fatehgunj
574,Vadodara,390020,2.0,4,2930,Akota
575,Vadodara,390002,4.0,3,2975,Fatehgunj
576,Vadodara,390010,4.0,4,2381,Makarpura
577,Vadodara,390018,2.0,4,2721,Karelibaug
578,Vadodara,390002,1.0,4,2779,Nizampura
579,Vadodara,390018,3.0,4,2657,Karelibaug
580,Vadodara,390007,3.0,3,2863,Diwalipura
581,Vadodara,390022,2.0,3,2950,New VIP Road
582,Vadodara,390007,3.0,4,3353,Alkapuri
583,Vadodara,390011,2.0,4,2957,Manjalpur
584,Vadodara,390002,2.0,3,2874,Nizampura
585,Vadodara,390019,3.0,3,2526,Waghodia Road
586,Vadodara,390002,2.0,4,2872,Fatehgunj
587,Vadodara,390002,1.0,4,2669,Nizampura
588,Vadodara,390018,4.0,2,2544,Karelibaug
589,Vadodara,390009,1.0,4,2435,Tarsali
590,Vadodara,390021,4.0,4,3203,Gotri
591,Vadodara,390002,4.0,4,2986,Nizampura
592,Vadodara,390007,3.0,4,2697,Vasna
593,Vadodara,390022,3.0,4,3183,New VIP Road
594,Vadodara,390022,3.0,3,2690,Harni
595,Vadodara,390019,1.0,3,2423,Waghodia Road
596,Vadodara,390009,3.0,4,2494,Tarsali
597,Vadodara,390002,2.0,4,2776,Nizampura
598,Vadodara,390022,2.0,3,2482,Harni
599,Vadodara,390007,2.0,4,3260,Alkapuri
600,Vadodara,390022,3.0,3,2494,Amit Nagar
601,Vadodara,390007,3.0,3,2828,Diwalipura
602,Vadodara,390022,2.0,3,2487,Harni
603,Vadodara,390009,2.0,3,2398,Tarsali
604,Vadodara,390022,3.0,3,2582,Amit Nagar
605,Vadodara,390009,1.0,4,2397,Tarsali
606,Vadodara,390008,3.0,4,3259,Sama
607,Vadodara,390007,4.0,4,3410,Alkapuri
608,Vadodara,390011,2.0,4,2788,Manjalpur
609,Vadodara,390019,3.0,2,2220,Waghodia Road
610,Vadodara,390007,3.0,4,3525,Alkapuri
611,Vadodara,390007,2.0,3,2579,Vasna
612,Vadodara,390019,2.0,4,2545,Waghodia Road
613,Vadodara,391410,1.0,2,2025,Bhayli
614,Vadodara,390018,3.0,4,2689,Karelibaug
615,Vadodara,390022,3.0,3,2880,Harni
616,Vadodara,390007,4.0,3,3362,Alkapuri
617,Vadodara,390022,2.0,4,2710,Harni
618,Vadodara,390022,3.0,3,2725,Harni
619,Vadodara,390011,3.0,4,3033,Manjalpur
620,Vadodara,390022,2.0,4,3070,New VIP Road
621,Vadodara,391410,4.0,2,2199,Bhayli
622,Vadodara,390007,3.0,4,2932,Diwalipura
623,Vadodara,390022,3.0,3,2629,Amit Nagar
624,Vadodara,390002,1.0,3,2701,Nizampura
625,Vadodara,390019,3.0,2,2523,Waghodia Road
626,Vadodara,390022,4.0,3,2504,Amit Nagar
627,Vadodara,390019,1.0,4,2371,Waghodia Road
628,Vadodara,390019,2.0,3,2409,Waghodia Road
629,Vadodara,390009,4.0,4,2635,Tarsali
630,Vadodara,390011,3.0,4,3088,Manjalpur
631,Vadodara,390007,4.0,4,2828,Diwalipura
632,Vadodara,390020,4.0,4,3268,Akota
633,Vadodara,390022,4.0,4,2666,Amit Nagar
634,Vadodara,390008,2.0,4,2962,Sama
635,Vadodara,390022,4.0,3,2459,Amit Nagar
636,Vadodara,390020,3.0,4,2891,Akota
637,Vadodara,390018,3.0,3,2734,Karelibaug
638,Vadodara,390019,3.0,4,2647,Waghodia Road
639,Vadodara,390022,1.0,3,2714,New VIP Road
640,Vadodara,390018,3.0,4,2673,Karelibaug
641,Vadodara,390002,4.0,3,2820,Nizampura
642,Vadodara,390007,4.0,4,3630,Alkapuri
643,Vadodara,390018,1.0,4,2587,Karelibaug
644,Vadodara,390009,1.0,1,1835,Tarsali
645,Vadodara,390022,3.0,4,2768,Harni
646,Vadodara,390020,1.0,3,2705,Akota
647,Vadodara,390022,2.0,4,2457,Harni
648,Vadodara,390022,2.0,4,2495,Amit Nagar
649,Vadodara,390002,1.0,2,2479,Fatehgunj
650,Vadodara,391410,1.0,1,1933,Bhayli
651,Vadodara,390007,3.0,2,3296,Alkapuri
652,Vadodara,390002,2.0,4,2951,Fatehgunj
653,Vadodara,390007,4.0,4,2806,Vasna
654,Vadodara,391410,4.0,4,2430,Bhayli
655,Vadodara,391410,2.0,4,2582,Bhayli
656,Vadodara,390019,4.0,2,2475,Waghodia Road
657,Vadodara,390022,2.0,4,2701,Harni
658,Vadodara,390022,1.0,3,2828,New VIP Road
659,Vadodara,390020,3.0,2,2798,Akota
660,Vadodara,390002,2.0,3,2707,Fatehgunj
661,Vadodara,391410,3.0,4,2388,Bhayli
662,Vadodara,390020,4.0,3,2951,Akota
663,Vadodara,390022,1.0,4,2407,Amit Nagar
664,Vadodara,390018,2.0,4,2651,Karelibaug
665,Vadodara,390007,3.0,2,2416,Vasna
666,Vadodara,390020,3.0,3,2920,Akota
667,Vadodara,390011,2.0,3,2747,Manjalpur
668,Vadodara,390021,4.0,3,3285,Gotri
669,Vadodara,390022,3.0,4,2551,Harni
670,Vadodara,390010,2.0,3,2368,Makarpura
671,Vadodara,390010,4.0,3,2562,Makarpura
672,Vadodara,390020,4.0,4,2943,Akota
673,Vadodara,390021,4.0,4,3249,Gotri
674,Vadodara,390019,1.0,4,2427,Waghodia Road
675,Vadodara,390002,4.0,3,2773,Fatehgunj
676,Vadodara,390011,1.0,4,2740,Manjalpur
677,Vadodara,390020,3.0,1,2550,Akota
678,Vadodara,390019,1.0,3,2488,Waghodia Road
679,Vadodara,390019,2.0,3,2504,Waghodia Road
680,Vadodara,390009,3.0,2,2394,Tarsali
681,Vadodara,390007,2.0,3,3235,Alkapuri
682,Vadodara,390007,1.0,2,2198,Vasna
683,Vadodara,390010,2.0,1,1963,Makarpura
684,Vadodara,390022,3.0,2,2574,Harni
685,Vadodara,390019,2.0,3,2310,Waghodia Road
686,Vadodara,390002,2.0,2,2654,Fatehgunj
687,Vadodara,390007,2.0,2,2518,Diwalipura
688,Vadodara,390008,3.0,3,2926,Sama
689,Vadodara,390019,4.0,4,2794,Waghodia Road
690,Vadodara,390007,4.0,4,3020,Diwalipura
691,Vadodara,390010,4.0,4,2548,Makarpura
692,Vadodara,390021,2.0,4,3204,Gotri
693,Vadodara,390021,1.0,3,2783,Gotri
694,Vadodara,390020,4.0,3,3055,Akota
695,Vadodara,390007,1.0,4,2763,Diwalipura
696,Vadodara,390022,1.0,1,1992,Amit Nagar
697,Vadodara,390002,4.0,2,2799,Fatehgunj
698,Vadodara,390002,4.0,4,2867,Nizampura
699,Vadodara,390022,3.0,4,2673,Amit Nagar
700,Vadodara,390022,3.0,4,3123,New VIP Road
701,Vadodara,390008,4.0,3,3003,Sama
702,Vadodara,390009,4.0,4,2724,Tarsali
703,Vadodara,390009,3.0,4,2477,Tarsali
704,Vadodara,390020,2.0,3,2693,Akota
705,Vadodara,390002,4.0,3,2710,Nizampura
706,Vadodara,390020,2.0,4,3005,Akota
707,Vadodara,390010,1.0,3,2065,Makarpura
708,Vadodara,390002,2.0,1,2618,Fatehgunj
709,Vadodara,391410,2.0,4,2163,Bhayli
710,Vadodara,391410,1.0,4,2413,Bhayli
711,Vadodara,390022,1.0,4,2629,Harni
712,Vadodara,390007,2.0,4,2791,Diwalipura
713,Vadodara,390007,1.0,3,2381,Vasna
714,Vadodara,390022,4.0,2,2456,Amit Nagar
715,Vadodara,390007,2.0,4,2647,Vasna
716,Vadodara,390007,1.0,4,2809,Diwalipura
717,Vadodara,390007,1.0,1,2180,Vasna
718,Vadodara,390011,2.0,2,2654,Manjalpur
719,Vadodara,390002,4.0,3,2817,Nizampura
720,Vadodara,390009,1.0,4,2355,Tarsali
721,Vadodara,390019,4.0,2,2498,Waghodia Road
722,Vadodara,390020,3.0,4,2886,Akota
723,Vadodara,390010,3.0,4,2369,Makarpura
724,Vadodara,390022,1.0,3,2347,Amit Nagar
725,Vadodara,390020,3.0,3,2925,Akota
726,Vadodara,390020,1.0,4,2843,Akota
727,Vadodara,390009,1.0,3,2232,Tarsali
728,Vadodara,390007,3.0,2,2661,Diwalipura
729,Vadodara,390022,1.0,3,2231,Amit Nagar
730,Vadodara,390022,3.0,4,2720,Harni
731,Vadodara,391410,4.0,3,2418,Bhayli
732,Vadodara,390002,2.0,4,2712,Nizampura
733,Vadodara,390002,2.0,4,2887,Fatehgunj
734,Vadodara,390022,2.0,3,2217,Amit Nagar
735,Vadodara,390021,3.0,4,3283,Gotri
736,Vadodara,390022,2.0,3,2613,Harni
737,Vadodara,390021,2.0,4,3123,Gotri
738,Vadodara,390007,3.0,2,2718,Diwalipura
739,Vadodara,390010,3.0,4,2640,Makarpura
740,Vadodara,390007,4.0,3,2791,Vasna
741,Vadodara,390020,3.0,4,2874,Akota
742,Vadodara,390020,1.0,4,2745,Akota
743,Vadodara,390009,3.0,3,2354,Tarsali
744,Vadodara,390002,2.0,3,2722,Fatehgunj
745,Vadodara,390009,4.0,4,2677,Tarsali
746,Vadodara,390020,4.0,4,3065,Akota
747,Vadodara,390008,3.0,4,3107,Sama
748,Vadodara,390022,2.0,3,2502,Harni
749,Vadodara,390022,4.0,4,3175,New VIP Road
750,Vadodara,390019,4.0,4,2603,Waghodia Road
751,Vadodara,390009,2.0,4,2367,Tarsali
752,Vadodara,390007,4.0,4,2858,Diwalipura
753,Vadodara,390010,1.0,4,2222,Makarpura
754,Vadodara,390002,4.0,4,3075,Nizampura
755,Vadodara,390007,1.0,4,3125,Alkapuri
756,Vadodara,390022,1.0,1,2457,Harni
757,Vadodara,390011,1.0,2,2594,Manjalpur
758,Vadodara,390007,2.0,4,2817,Diwalipura
759,Vadodara,390022,2.0,2,2163,Amit Nagar
760,Vadodara,390011,1.0,3,2743,Manjalpur
761,Vadodara,390022,3.0,1,2348,Harni
762,Vadodara,390010,4.0,4,2591,Makarpura
763,Vadodara,390007,1.0,4,2790,Vasna
764,Vadodara,390019,4.0,2,2461,Waghodia Road
765,Vadodara,390022,1.0,4,3063,New VIP Road
766,Vadodara,390009,4.0,2,2307,Tarsali
767,Vadodara,390022,4.0,4,2877,Harni
768,Vadodara,390007,4.0,4,2989,Vasna
769,Vadodara,390002,2.0,4,2744,Nizampura
770,Vadodara,390019,2.0,3,2583,Waghodia Road
771,Vadodara,390007,1.0,2,2514,Diwalipura
772,Vadodara,390019,1.0,1,2019,Waghodia Road
773,Vadodara,390018,4.0,2,2677,Karelibaug
774,Vadodara,390002,3.0,4,2978,Nizampura
775,Vadodara,390007,2.0,4,3356,Alkapuri
776,Vadodara,390007,2.0,4,3159,Alkapuri
777,Vadodara,390002,3.0,2,2615,Fatehgunj
778,Vadodara,390007,2.0,3,2498,Vasna
779,Vadodara,390007,2.0,2,3033,Alkapuri
780,Vadodara,390002,3.0,2,2686,Nizampura
781,Vadodara,390019,2.0,4,2566,Waghodia Road
782,Vadodara,390020,3.0,4,2920,Akota
783,Vadodara,390008,3.0,4,3124,Sama
784,Vadodara,390010,4.0,3,2505,Makarpura
785,Vadodara,390009,1.0,4,2410,Tarsali
786,Vadodara,390007,3.0,3,2857,Diwalipura
787,Vadodara,390007,4.0,4,3555,Alkapuri
788,Vadodara,390022,1.0,4,2651,Harni
789,Vadodara,390007,2.0,1,2904,Alkapuri
790,Vadodara,390002,2.0,3,2571,Fatehgunj
791,Vadodara,390008,4.0,3,3089,Sama
792,Vadodara,390022,4.0,4,3249,New VIP Road
793,Vadodara,390011,1.0,4,2834,Manjalpur
794,Vadodara,390009,1.0,3,2115,Tarsali
795,Vadodara,390002,4.0,1,2493,Nizampura
796,Vadodara,390010,4.0,4,2675,Makarpura
797,Vadodara,391410,3.0,4,2436,Bhayli
798,Vadodara,390022,1.0,3,2891,New VIP Road
799,Vadodara,390018,2.0,4,2703,Karelibaug
800,Vadodara,390019,3.0,3,2513,Waghodia Road
801,Vadodara,390009,2.0,4,2534,Tarsali
802,Vadodara,390010,2.0,4,2354,Makarpura
803,Vadodara,391410,2.0,3,2229,Bhayli
804,Vadodara,390022,2.0,4,2658,Harni
805,Vadodara,390021,4.0,2,2981,Gotri
806,Vadodara,390020,1.0,4,2832,Akota
807,Vadodara,390009,3.0,4,2560,Tarsali
808,Vadodara,390019,1.0,3,2287,Waghodia Road
809,Vadodara,390002,2.0,3,2833,Fatehgunj
810,Vadodara,390011,1.0,3,2599,Manjalpur
811,Vadodara,390022,4.0,2,2403,Amit Nagar
812,Vadodara,390007,1.0,4,2520,Vasna
813,Vadodara,390020,2.0,4,3080,Akota
814,Vadodara,390011,1.0,4,2828,Manjalpur
815,Vadodara,390002,1.0,3,2673,Nizampura
816,Vadodara,390007,3.0,1,2366,Diwalipura
817,Vadodara,390022,1.0,3,2304,Amit Nagar
818,Vadodara,390002,1.0,3,2710,Fatehgunj
819,Vadodara,390009,3.0,4,2547,Tarsali
820,Vadodara,390002,3.0,4,3036,Fatehgunj
821,Vadodara,390021,3.0,4,3143,Gotri
822,Vadodara,390019,2.0,3,2547,Waghodia Road
823,Vadodara,390020,4.0,4,3337,Akota
824,Vadodara,390022,1.0,4,2927,New VIP Road
825,Vadodara,390022,4.0,3,2710,Harni
826,Vadodara,390002,1.0,4,2841,Nizampura
827,Vadodara,390019,4.0,3,2742,Waghodia Road
828,Vadodara,390019,4.0,4,2683,Waghodia Road
829,Vadodara,390022,3.0,4,2552,Amit Nagar
830,Vadodara,390009,1.0,3,2205,Tarsali
831,Vadodara,390021,1.0,1,2499,Gotri
832,Vadodara,390008,3.0,1,2617,Sama
833,Vadodara,391410,4.0,4,2440,Bhayli
834,Vadodara,390022,4.0,4,3161,New VIP Road
835,Vadodara,390021,4.0,4,3277,Gotri
836,Vadodara,390007,1.0,4,2731,Diwalipura
837,Vadodara,390022,4.0,4,3020,Harni
838,Vadodara,390002,3.0,4,2800,Nizampura
839,Vadodara,390007,4.0,4,3569,Alkapuri
840,Vadodara,390022,1.0,4,2941,New VIP Road
841,Vadodara,390022,3.0,4,2786,Harni
842,Vadodara,390011,1.0,3,2741,Manjalpur
843,Vadodara,390020,3.0,2,2679,Akota
844,Vadodara,390020,4.0,3,3034,Akota
845,Vadodara,390019,4.0,4,2745,Waghodia Road
846,Vadodara,390021,4.0,4,3324,Gotri
847,Vadodara,390009,4.0,4,2656,Tarsali
848,Vadodara,390019,2.0,4,2771,Waghodia Road
849,Vadodara,390018,4.0,2,2563,Karelibaug
850,Vadodara,390007,3.0,4,3342,Alkapuri
851,Vadodara,390008,2.0,3,2814,Sama
852,Vadodara,390009,1.0,4,2310,Tarsali
853,Vadodara,390007,4.0,1,3033,Alkapuri
854,Vadodara,391410,3.0,4,2547,Bhayli
855,Vadodara,390022,4.0,4,2808,Amit Nagar
856,Vadodara,390008,1.0,4,2859,Sama
857,Vadodara,390022,3.0,2,2255,Amit Nagar
858,Vadodara,390002,4.0,3,2892,Nizampura
859,Vadodara,390010,2.0,4,2350,Makarpura
860,Vadodara,390007,4.0,3,3407,Alkapuri
861,Vadodara,390019,3.0,4,2658,Waghodia Road
862,Vadodara,390008,3.0,4,2954,Sama
863,Vadodara,390008,3.0,3,3099,Sama
864,Vadodara,390021,2.0,3,3132,Gotri
865,Vadodara,390019,4.0,2,2415,Waghodia Road
866,Vadodara,390010,1.0,4,2275,Makarpura
867,Vadodara,390021,4.0,1,2916,Gotri
868,Vadodara,390022,3.0,4,3170,New VIP Road
869,Vadodara,390007,1.0,4,3269,Alkapuri
870,Vadodara,390002,4.0,3,3081,Fatehgunj
871,Vadodara,390009,1.0,4,2344,Tarsali
872,Vadodara,390002,4.0,1,2568,Fatehgunj
873,Vadodara,390022,2.0,4,2926,New VIP Road
874,Vadodara,390009,2.0,4,2384,Tarsali
875,Vadodara,390011,4.0,4,3077,Manjalpur
876,Vadodara,390021,1.0,4,3172,Gotri
877,Vadodara,390002,4.0,1,2543,Nizampura
878,Vadodara,390021,3.0,4,3210,Gotri
879,Vadodara,390007,2.0,4,2799,Diwalipura
880,Vadodara,390019,2.0,3,2527,Waghodia Road
881,Vadodara,390022,2.0,2,2667,Harni
882,Vadodara,390007,2.0,3,3122,Alkapuri
883,Vadodara,390008,1.0,4,2866,Sama
884,Vadodara,390007,3.0,4,2984,Diwalipura
885,Vadodara,390007,2.0,3,3231,Alkapuri
886,Vadodara,390008,4.0,4,3346,Sama
887,Vadodara,390007,4.0,4,3533,Alkapuri
888,Vadodara,390019,2.0,4,2518,Waghodia Road
889,Vadodara,390010,4.0,3,2503,Makarpura
890,Vadodara,390007,2.0,4,2900,Diwalipura
891,Vadodara,390022,2.0,2,2314,Amit Nagar
892,Vadodara,390020,1.0,4,2906,Akota
893,Vadodara,390022,2.0,1,2206,Amit Nagar
894,Vadodara,390007,4.0,2,2825,Diwalipura
895,Vadodara,390002,2.0,4,2924,Nizampura
896,Vadodara,390002,3.0,3,2868,Fatehgunj
897,Vadodara,390002,1.0,4,2745,Fatehgunj
898,Vadodara,390009,4.0,3,2513,Tarsali
899,Vadodara,390007,4.0,4,2939,Vasna
900,Vadodara,390020,4.0,4,3056,Akota
901,Vadodara,390011,3.0,4,3023,Manjalpur
902,Vadodara,390010,2.0,4,2365,Makarpura
903,Vadodara,390007,3.0,3,3263,Alkapuri
904,Vadodara,390010,3.0,3,2475,Makarpura
905,Vadodara,390020,1.0,4,2877,Akota
906,Vadodara,390018,4.0,4,2884,Karelibaug
907,Vadodara,390018,1.0,4,2488,Karelibaug
908,Vadodara,390002,2.0,2,2607,Nizampura
909,Vadodara,390021,1.0,2,2808,Gotri
910,Vadodara,390022,1.0,4,2605,Amit Nagar
911,Vadodara,390022,2.0,4,3022,New VIP Road
912,Vadodara,390002,3.0,3,2780,Nizampura
913,Vadodara,390007,2.0,3,2542,Vasna
914,Vadodara,390007,1.0,4,2702,Vasna
915,Vadodara,390007,1.0,4,2551,Vasna
916,Vadodara,390007,4.0,2,2745,Diwalipura
917,Vadodara,390008,3.0,4,3145,Sama
918,Vadodara,390022,3.0,3,2477,Amit Nagar
919,Vadodara,390019,4.0,4,2690,Waghodia Road
920,Vadodara,390021,1.0,4,3027,Gotri
921,Vadodara,390022,2.0,3,2467,Amit Nagar
922,Vadodara,390009,4.0,4,2538,Tarsali
923,Vadodara,390022,3.0,4,2802,Harni
924,Vadodara,390009,1.0,4,2297,Tarsali
925,Vadodara,390022,3.0,2,2638,Harni
926,Vadodara,390011,3.0,4,2853,Manjalpur
927,Vadodara,390009,4.0,4,2580,Tarsali
928,Vadodara,390020,4.0,4,3164,Akota
929,Vadodara,390007,1.0,4,2701,Vasna
930,Vadodara,390007,3.0,2,2624,Diwalipura
931,Vadodara,390009,1.0,3,2180,Tarsali
932,Vadodara,390018,1.0,3,2649,Karelibaug
933,Vadodara,390020,4.0,1,2610,Akota
934,Vadodara,390002,3.0,4,2692,Nizampura
935,Vadodara,390022,4.0,3,2790,Harni
936,Vadodara,390009,2.0,4,2405,Tarsali
937,Vadodara,390020,1.0,3,2638,Akota
938,Vadodara,391410,2.0,4,2414,Bhayli
939,Vadodara,390008,4.0,3,3072,Sama
940,Vadodara,390019,3.0,4,2589,Waghodia Road
941,Vadodara,390002,3.0,3,2695,Fatehgunj
942,Vadodara,390022,3.0,4,2669,Amit Nagar
943,Vadodara,390008,1.0,3,2839,Sama
944,Vadodara,390018,2.0,4,2691,Karelibaug
945,Vadodara,390020,3.0,2,2946,Akota
946,Vadodara,390020,1.0,4,2764,Akota
947,Vadodara,390011,4.0,3,2813,Manjalpur
948,Vadodara,390008,1.0,4,2848,Sama
949,Vadodara,390022,2.0,2,2436,Harni
950,Vadodara,390011,4.0,2,2842,Manjalpur
951,Vadodara,390010,3.0,4,2468,Makarpura
952,Vadodara,390019,1.0,3,2362,Waghodia Road
953,Vadodara,390020,3.0,2,2667,Akota
954,Vadodara,390022,2.0,4,2630,Amit Nagar
955,Vadodara,390018,1.0,2,2343,Karelibaug
956,Vadodara,390022,2.0,2,2341,Amit Nagar
957,Vadodara,391410,3.0,4,2471,Bhayli
958,Vadodara,390022,2.0,4,2741,Harni
959,Vadodara,390021,3.0,2,2981,Gotri
960,Vadodara,390002,1.0,4,2800,Fatehgunj
961,Vadodara,390010,3.0,1,2158,Makarpura
962,Vadodara,390020,1.0,3,2850,Akota
963,Vadodara,390009,4.0,3,2518,Tarsali
964,Vadodara,390010,1.0,4,2374,Makarpura
965,Vadodara,390018,1.0,2,2342,Karelibaug
966,Vadodara,390021,1.0,2,2880,Gotri
967,Vadodara,390007,2.0,3,2609,Diwalipura
968,Vadodara,390020,1.0,3,2892,Akota
969,Vadodara,390007,1.0,2,2946,Alkapuri
970,Vadodara,390002,1.0,1,2191,Nizampura
971,Vadodara,390007,2.0,4,2662,Vasna
972,Vadodara,391410,2.0,3,2159,Bhayli
973,Vadodara,390021,4.0,4,3356,Gotri
974,Vadodara,390018,4.0,4,2821,Karelibaug
975,Vadodara,390022,3.0,4,3100,New VIP Road
976,Vadodara,390022,3.0,4,2970,New VIP Road
977,Vadodara,390022,1.0,3,2439,Harni
978,Vadodara,390007,2.0,2,2172,Vasna
979,Vadodara,390022,4.0,2,2477,Harni
980,Vadodara,390019,3.0,4,2708,Waghodia Road
981,Vadodara,390020,1.0,4,2931,Akota
982,Vadodara,390007,1.0,3,3118,Alkapuri
983,Vadodara,390002,4.0,1,2553,Fatehgunj
984,Vadodara,390009,2.0,4,2446,Tarsali
985,Vadodara,390007,4.0,3,2850,Diwalipura
986,Vadodara,390021,4.0,4,3176,Gotri
987,Vadodara,390022,3.0,4,2725,Amit Nagar
988,Vadodara,390008,3.0,3,3039,Sama
989,Vadodara,390018,4.0,4,2860,Karelibaug
990,Vadodara,390007,4.0,4,2982,Diwalipura
991,Vadodara,390008,4.0,4,3199,Sama
992,Vadodara,390011,4.0,4,2896,Manjalpur
993,Vadodara,390022,4.0,4,2858,Harni
994,Vadodara,390002,4.0,4,2969,Fatehgunj
995,Vadodara,390009,2.0,4,2360,Tarsali
996,Vadodara,390018,1.0,2,2325,Karelibaug
997,Vadodara,390022,3.0,4,2952,Harni
998,Vadodara,390008,4.0,3,3108,Sama
999,Vadodara,390018,1.0,4,2559,Karelibaug
1000,Vadodara,390002,2.0,4,2902,Fatehgunj
1001,Vadodara,390022,3.0,2,2456,Amit Nagar
1002,Vadodara,390019,4.0,4,2813,Waghodia Road
1003,Vadodara,390011,2.0,4,2905,Manjalpur
1004,Vadodara,390007,4.0,2,3162,Alkapuri
1005,Vadodara,390022,2.0,4,2563,Amit Nagar
1006,Vadodara,390007,1.0,2,2485,Diwalipura
1007,Vadodara,390009,1.0,4,2441,Tarsali
1008,Vadodara,390020,1.0,1,2527,Akota
1009,Vadodara,390002,2.0,2,2634,Nizampura
1010,Vadodara,390002,3.0,3,2762,Fatehgunj
1011,Vadodara,390021,4.0,3,3269,Gotri
1012,Vadodara,390010,1.0,4,2328,Makarpura
1013,Vadodara,390010,2.0,2,2327,Makarpura
1014,Vadodara,390020,3.0,2,2718,Akota
1015,Vadodara,390019,4.0,4,2886,Waghodia Road
1016,Vadodara,390002,4.0,4,3048,Fatehgunj
1017,Vadodara,390002,4.0,4,2971,Fatehgunj
1018,Vadodara,390022,4.0,4,2636,Amit Nagar
1019,Vadodara,390021,2.0,4,3071,Gotri
1020,Vadodara,390008,2.0,2,2778,Sama
1021,Vadodara,390009,3.0,4,2587,Tarsali
1022,Vadodara,390018,4.0,4,2828,Karelibaug
1023,Vadodara,390002,1.0,4,2708,Nizampura
1024,Vadodara,390021,1.0,4,3203,Gotri
1025,Vadodara,390002,3.0,3,2915,Nizampura
1026,Vadodara,390002,4.0,3,2939,Fatehgunj
1027,Vadodara,390019,1.0,4,2463,Waghodia Road
1028,Vadodara,390002,1.0,1,2331,Nizampura
1029,Vadodara,390022,1.0,1,2275,Harni
1030,Vadodara,390010,1.0,1,1828,Makarpura
1031,Vadodara,390018,2.0,1,2287,Karelibaug
1032,Vadodara,391410,2.0,4,2200,Bhayli
1033,Vadodara,390009,1.0,3,2266,Tarsali
1034,Vadodara,390009,1.0,3,2288,Tarsali
1035,Vadodara,390022,3.0,1,2157,Amit Nagar
1036,Vadodara,390018,2.0,4,2842,Karelibaug
1037,Vadodara,390002,1.0,2,2390,Fatehgunj
1038,Vadodara,390018,2.0,4,2568,Karelibaug
1039,Vadodara,390018,1.0,4,2630,Karelibaug
1040,Vadodara,390010,4.0,4,2674,Makarpura
1041,Vadodara,390008,3.0,4,3242,Sama
1042,Vadodara,390022,1.0,3,2439,Harni
1043,Vadodara,391410,1.0,3,2227,Bhayli
1044,Vadodara,390002,4.0,2,2767,Fatehgunj
1045,Vadodara,390009,3.0,4,2524,Tarsali
1046,Vadodara,390007,3.0,3,2840,Diwalipura
1047,Vadodara,391410,3.0,4,2499,Bhayli
1048,Vadodara,390011,4.0,4,2938,Manjalpur
1049,Vadodara,390010,1.0,4,2443,Makarpura
1050,Vadodara,390007,3.0,2,3254,Alkapuri
1051,Vadodara,390022,4.0,4,2624,Amit Nagar
1052,Vadodara,390021,1.0,4,3046,Gotri
1053,Vadodara,391410,1.0,4,2304,Bhayli
1054,Vadodara,390007,3.0,1,2523,Diwalipura
1055,Vadodara,391410,1.0,4,2210,Bhayli
1056,Vadodara,391410,2.0,2,2030,Bhayli
1057,Vadodara,390022,1.0,2,2148,Amit Nagar
1058,Vadodara,390007,2.0,2,3146,Alkapuri
1059,Vadodara,390021,1.0,2,2799,Gotri
1060,Vadodara,390011,2.0,3,2737,Manjalpur
1061,Vadodara,390022,1.0,4,2679,Harni
1062,Vadodara,390021,4.0,2,2764,Gotri
